day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_COLLISIONS
7,2012,7,1,2012-07-01,83.6,63,1008.9,9.7,4.1,9.9,18.1,93,66,0,999.9,0,538
1,2012,7,2,2012-07-02,80.3,54.1,1011.6,10,3.8,15,999.9,88,66.9,0,999.9,0,564
2,2012,7,3,2012-07-03,79.8,56.7,1012.8,10,2.9,12,999.9,88,63,0,999.9,0,664
3,2012,7,4,2012-07-04,81.8,65.6,1009.1,9.2,3.6,11.1,999.9,91,68,0.06,999.9,0,432
4,2012,7,5,2012-07-05,86.7,64.3,1007.4,9.4,3.8,15,999.9,93.9,70,99.99,999.9,0,591
5,2012,7,6,2012-07-06,81.9,62.3,1011.7,10,3.1,9.9,999.9,91,66.9,0,999.9,0,638
6,2012,7,7,2012-07-07,84.9,65.9,1010.1,9.5,3.1,14,17.1,95,70,0,999.9,0,490
7,2012,7,8,2012-07-08,80.6,65.5,1010.1,8.5,3.1,8,15.9,90,70,0.59,999.9,0,464
1,2012,7,9,2012-07-09,78.5,56.8,1012.7,10,3.5,9.9,999.9,84,68,0.09,999.9,0,533
2,2012,7,10,2012-07-10,76.5,56.3,1016,10,3.4,9.9,999.9,86,61,0,999.9,0,524
3,2012,7,11,2012-07-11,77.1,62,1019.9,10,1.9,7,999.9,84,64.9,0,999.9,0,565
4,2012,7,12,2012-07-12,77.4,60.2,1021.7,10,2.3,7,999.9,88,57,0,999.9,0,577
5,2012,7,13,2012-07-13,78.9,60.7,1021.8,9.9,3,7,999.9,87.1,63,0,999.9,0,603
6,2012,7,14,2012-07-14,78.5,62.7,1021.6,10,3.5,13,19,82,68,0,999.9,1,536
7,2012,7,15,2012-07-15,79.7,68.6,1018.3,9.1,2.8,13,999.9,87.1,70,0,999.9,0,494
1,2012,7,16,2012-07-16,79,67.9,1011.5,9.2,4,14,22,91,70,0.26,999.9,0,528
2,2012,7,17,2012-07-17,84.6,63.3,1009.3,9.4,3.5,9.9,18.1,93.9,70,0,999.9,0,648
3,2012,7,18,2012-07-18,85.3,69.1,1008.9,7.2,3.7,13,20,100,73,0,999.9,1,559
4,2012,7,19,2012-07-19,73.3,67.2,1013.2,7.5,3.4,15,18.1,75.9,68,1.76,999.9,0,522
5,2012,7,20,2012-07-20,67.2,62.8,1014.9,7.4,6.5,13,21,73.9,61,0.17,999.9,0,604
6,2012,7,21,2012-07-21,68.1,58.5,1018.3,9.8,4.1,12,999.9,77,57.9,0.43,999.9,0,528
7,2012,7,22,2012-07-22,72.5,59.4,1020.3,10,2,8,999.9,82,54,0,999.9,0,498
1,2012,7,23,2012-07-23,76,67.2,1016.9,8.9,3,13,999.9,86,64,0,999.9,0,505
2,2012,7,24,2012-07-24,80.3,67.3,1005.4,8.1,6,15,18.1,90,70,0.15,999.9,0,574
3,2012,7,25,2012-07-25,76.5,53.5,1009.7,10,4.2,19,999.9,84.9,66.9,0,999.9,0,612
4,2012,7,26,2012-07-26,78,62.4,1007,8.9,4.3,13,29.9,87.1,66.9,0,999.9,1,604
5,2012,7,27,2012-07-27,76.6,69.3,1007,9.1,4.4,14,999.9,87.1,70,0.6,999.9,0,638
6,2012,7,28,2012-07-28,75.5,69.6,1012.2,7,3.9,8,15.9,84,68,0,999.9,1,513
7,2012,7,29,2012-07-29,71.7,66.1,1015.1,9.4,3.2,12,15.9,79,66.9,0.18,999.9,0,376
1,2012,7,30,2012-07-30,73.1,65.1,1018.6,10,2.2,8.9,999.9,79,64.9,0.01,999.9,0,530
2,2012,7,31,2012-07-31,73.4,64.3,1016.7,10,3.8,14,999.9,80.1,60.1,0,999.9,0,540
3,2012,8,1,2012-08-01,72.2,68.4,1012.4,7.8,2.5,9.9,999.9,78.1,66.9,0.55,999.9,1,616
4,2012,8,2,2012-08-02,75,68.4,1011.3,6.2,2.7,11.1,999.9,87.1,66.2,0.11,999.9,1,570
5,2012,8,3,2012-08-03,77.9,70.8,1015.3,6,4.4,13,18.1,89.1,69.1,0,999.9,1,589
6,2012,8,4,2012-08-04,77.9,71.7,1021.1,5.7,4.1,11.1,18.1,90,71.1,0,999.9,1,568
7,2012,8,5,2012-08-05,78.1,72.4,1019.7,5.8,6.1,15,22.9,91,69.1,0,999.9,1,518
1,2012,8,6,2012-08-06,77.3,66.9,1015.7,8.9,5.5,15,22,86,71.1,0.49,999.9,0,593
2,2012,8,7,2012-08-07,75.2,58.1,1015.7,10,1.2,9.9,999.9,82.9,63,0.01,999.9,0,547
3,2012,8,8,2012-08-08,77.8,67.1,1014.7,8.8,1.1,8,999.9,86,64,0,999.9,0,528
4,2012,8,9,2012-08-09,78.2,69.6,1013.6,9.3,2.3,7,15,88,61,0,999.9,0,581
5,2012,8,10,2012-08-10,75.3,71.3,1011.6,7.6,5.4,20,23.9,79,66.2,0,999.9,1,617
6,2012,8,11,2012-08-11,77.7,71.5,1010.2,7.8,6.9,16.9,28,87.1,71.1,1.1,999.9,0,507
7,2012,8,12,2012-08-12,77.8,65.4,1012.5,8.7,5.7,22,29.9,84.9,69.8,0.62,999.9,0,505
1,2012,8,13,2012-08-13,76.3,61.2,1014.6,9.2,4.3,13,999.9,86,69.1,0.05,999.9,0,504
2,2012,8,14,2012-08-14,76,62.6,1014,9.6,2.3,9.9,999.9,81,69.1,0,999.9,0,520
3,2012,8,15,2012-08-15,73.6,68.9,1011.5,6.5,3.5,9.9,999.9,81,66.2,0.01,999.9,1,602
4,2012,8,16,2012-08-16,74,64.3,1011.9,6.7,3.1,13,15,84.9,66,0.15,999.9,1,613
5,2012,8,17,2012-08-17,77.9,60.7,1010.6,9.5,3.3,15,17.1,88,69.1,0,999.9,0,574
6,2012,8,18,2012-08-18,69.8,63.7,1011.3,8.4,4.1,9.9,999.9,78.1,62.6,0.01,999.9,0,540
7,2012,8,19,2012-08-19,68.7,55,1014.2,10,1.3,12,999.9,75,62.1,0.23,999.9,0,467
1,2012,8,20,2012-08-20,71.4,56.7,1012.5,10,0.8,9.9,999.9,78.1,64,0,999.9,0,473
2,2012,8,21,2012-08-21,72.8,57.2,1015.5,10,2.5,12,999.9,81,60.8,0,999.9,0,482
3,2012,8,22,2012-08-22,73.8,60.3,1019.6,9.8,1.7,8,999.9,80.1,61,0,999.9,0,504
4,2012,8,23,2012-08-23,74.7,61.7,1020.4,8.9,2,8.9,999.9,84,62.6,0,999.9,0,574
5,2012,8,24,2012-08-24,77.3,60.9,1020.7,9.3,2,7,999.9,87.1,66,0,999.9,0,601
6,2012,8,25,2012-08-25,75.7,65.2,1023.6,7.3,3.2,13,18.1,84,62.6,0.01,999.9,1,474
7,2012,8,26,2012-08-26,73.9,62.4,1025.2,10,4.6,8.9,15,82.9,60.8,0,999.9,0,471
1,2012,8,27,2012-08-27,71.9,66.3,1019.7,8.6,2.7,8.9,18.1,81,55.4,0.01,999.9,1,548
2,2012,8,28,2012-08-28,77.9,67.4,1011.5,9,6,15.9,22.9,86,69.8,0.75,999.9,0,587
3,2012,8,29,2012-08-29,73.3,53.2,1014,10,4.7,15,21,79,64.4,0.01,999.9,0,550
4,2012,8,30,2012-08-30,72,49.4,1017.6,10,2.5,15.9,20,82,57.2,0,999.9,0,618
5,2012,8,31,2012-08-31,78.7,56.1,1016.3,9.9,3.9,20,27,90,68,0,999.9,0,701
6,2012,9,1,2012-09-01,81.6,61.3,1014.6,9.9,4.7,16.9,22.9,90,62.6,0,999.9,0,515
7,2012,9,2,2012-09-02,75.4,65.9,1017.7,9.8,3.2,11.1,999.9,80.1,62.1,0,999.9,0,421
1,2012,9,3,2012-09-03,73.8,65.1,1019.8,10,4.5,14,999.9,79,55.4,0,999.9,0,373
2,2012,9,4,2012-09-04,72.6,68.4,1016.8,8.8,4.7,15.9,999.9,79,60.8,0.02,999.9,0,606
3,2012,9,5,2012-09-05,75.2,71.5,1009.7,6.7,5.4,16.9,22.9,80.1,71.1,0.13,999.9,0,601
4,2012,9,6,2012-09-06,73.2,65.3,1011.3,9.7,2.3,12,999.9,79,62.6,0.59,999.9,0,572
5,2012,9,7,2012-09-07,77,67.8,1012.2,8.7,2.7,8,999.9,86,64.4,0,999.9,0,680
6,2012,9,8,2012-09-08,75.3,69.6,1007.5,8.8,5.8,15.9,28.9,81,69.1,0,999.9,1,598
7,2012,9,9,2012-09-09,68.4,57.3,1009.6,9.5,3,16.9,21,75.9,60.8,0.04,999.9,0,464
1,2012,9,10,2012-09-10,65.4,49.1,1014.3,10,5.7,20,26,71.1,55.4,0.16,999.9,0,637
2,2012,9,11,2012-09-11,62.8,41.8,1022.9,10,3.1,18.1,26,72,54,0,999.9,0,521
3,2012,9,12,2012-09-12,68.5,49.7,1026.5,10,2.1,9.9,999.9,80.1,55,0,999.9,0,651
4,2012,9,13,2012-09-13,70.4,54.8,1027.4,10,3.2,9.9,999.9,80.1,62.1,0,999.9,0,632
5,2012,9,14,2012-09-14,70.5,57.7,1023.4,9.7,2.3,9.9,999.9,80.1,55.4,0,999.9,0,609
6,2012,9,15,2012-09-15,67.2,54.1,1019.1,10,5.1,14,20,72,60.1,0.01,999.9,0,557
7,2012,9,16,2012-09-16,65.1,46.5,1018.9,10,1.9,13,20,73,53.6,0,999.9,0,458
1,2012,9,17,2012-09-17,66.5,48,1018.3,10,2.2,7,999.9,77,48.2,0,999.9,0,452
2,2012,9,18,2012-09-18,70.6,64.8,1011.8,7.6,5.5,19,27,75.2,57.2,0.11,999.9,1,556
3,2012,9,19,2012-09-19,66.7,56.1,1015.2,7.6,6.3,21,27,73,57,0.68,999.9,0,612
4,2012,9,20,2012-09-20,61,48.3,1021.5,10,4.6,15.9,22.9,68,55,0.04,999.9,0,522
5,2012,9,21,2012-09-21,64.7,53.7,1018.9,10,4.7,16.9,22,73,51.8,0,999.9,0,654
6,2012,9,22,2012-09-22,66.3,60.6,1012.6,8.1,5.6,15,20,75.9,60.1,0.01,999.9,0,547
7,2012,9,23,2012-09-23,63.8,50.3,1015.4,9,6.4,12,15.9,72,55.4,0.22,999.9,0,480
1,2012,9,24,2012-09-24,59,40.4,1020,10,3.3,12,20,66.2,53.1,0,999.9,0,562
2,2012,9,25,2012-09-25,62,43.4,1021,10,4.9,15,15.9,72,46,0,999.9,0,594
3,2012,9,26,2012-09-26,67.7,56.8,1018.7,10,4.3,14,999.9,75.9,62.6,0,999.9,0,404
4,2012,9,27,2012-09-27,69,60.4,1019.4,8.7,1.8,16.9,20,73.9,55.4,0.01,999.9,0,620
5,2012,9,28,2012-09-28,65.2,61.8,1019.8,5.9,5.1,15.9,22.9,69.1,51.8,0.25,999.9,1,703
6,2012,9,29,2012-09-29,62.4,58.8,1013,7.6,3.9,14,21,68,57,0.37,999.9,1,485
7,2012,9,30,2012-09-30,60.5,52.5,1010,9.5,3.9,14,20,68,55.9,0.75,999.9,0,449
1,2012,10,1,2012-10-01,60.6,46.8,1011.2,10,4.7,23.9,33,70,53.1,0.46,999.9,0,555
2,2012,10,2,2012-10-02,63.7,54.2,1015.5,7.3,2.4,9.9,999.9,70,60.1,0,999.9,0,593
3,2012,10,3,2012-10-03,65.6,64.3,1016.6,1.5,3.5,9.9,999.9,73,62.6,0.45,999.9,1,502
4,2012,10,4,2012-10-04,68.6,66.2,1019,2.9,2.2,13,999.9,73.4,62.6,0.01,999.9,1,554
5,2012,10,5,2012-10-05,67.8,59.7,1016.7,8.4,3.3,9.9,999.9,78.1,60.8,0,999.9,0,693
6,2012,10,6,2012-10-06,66.1,57.9,1010.5,7,5.2,15,21,75,57,0.01,999.9,1,500
7,2012,10,7,2012-10-07,52.5,42.3,1017.4,9.3,2,16.9,23.9,66.2,48,0.04,999.9,0,481
1,2012,10,8,2012-10-08,49.9,42.9,1022.9,9,3.5,15.9,23.9,55.9,44.1,0.2,999.9,0,376
2,2012,10,9,2012-10-09,53.8,48.5,1022.3,8.5,5.6,18.1,26,57.2,50,0.46,999.9,0,570
3,2012,10,10,2012-10-10,58.2,53.8,1013.5,7.5,5.2,15.9,22.9,64.9,53.1,0.03,999.9,0,640
4,2012,10,11,2012-10-11,53.4,35.3,1018.9,10,5.5,20,28.9,62.6,46.9,0.02,999.9,0,657
5,2012,10,12,2012-10-12,51.2,35.9,1021.1,10,5.3,19,25.1,62.6,48,0,999.9,0,594
6,2012,10,13,2012-10-13,45.2,25.9,1030.8,10,3.1,20,27,52,37.9,0,999.9,0,547
7,2012,10,14,2012-10-14,58.7,45.9,1021.9,10,5,20,26,69.1,44.6,0,999.9,0,517
1,2012,10,15,2012-10-15,65.3,57.8,1009.5,9.4,4.5,20,26,71.1,61,0,999.9,0,607
2,2012,10,16,2012-10-16,55.8,42.5,1007.4,9.9,5.8,15.9,25.1,64,50,0.12,999.9,0,602
3,2012,10,17,2012-10-17,51.9,38,1014.3,10,1.3,11.1,999.9,60.1,44.1,0,999.9,0,615
4,2012,10,18,2012-10-18,56.8,46.7,1016.1,9.7,3.1,9.9,15.9,64.9,42.8,0,999.9,0,630
5,2012,10,19,2012-10-19,63.2,61.1,1010.9,6.1,5.2,18.1,23.9,66,55,0.25,999.9,1,738
6,2012,10,20,2012-10-20,62.7,58.6,1006.5,5,6.3,18.1,22,69.1,57.9,0.13,999.9,1,587
7,2012,10,21,2012-10-21,56.5,39,1012.9,10,5,18.1,23.9,64,48.9,0,999.9,0,426
1,2012,10,22,2012-10-22,57.8,40.1,1017.4,10,4.3,20,26,66,48.9,0,999.9,0,609
2,2012,10,23,2012-10-23,59,44.9,1018.7,9.7,2.2,14,999.9,64,53.1,0,999.9,0,522
3,2012,10,24,2012-10-24,57.1,53.5,1019.9,6.4,4.1,9.9,999.9,59,51.8,0.07,999.9,0,494
4,2012,10,25,2012-10-25,58,51.3,1023.9,10,3,8.9,999.9,61,43,0,999.9,0,511
5,2012,10,26,2012-10-26,60.8,53.4,1022.6,10,1.5,7,999.9,64.9,39.2,0,999.9,0,598
6,2012,10,27,2012-10-27,61.9,53.9,1017,9.6,4.3,12,16.9,64.9,42.8,0,999.9,0,524
7,2012,10,28,2012-10-28,57.7,50,1010.8,9.6,11.9,22,32.1,61,53.6,0,999.9,0,403
1,2012,10,29,2012-10-29,56.9,53.1,994,6.1,18.7,35.9,52.1,64.4,54,0.03,999.9,0,298
2,2012,10,30,2012-10-30,53.9,48.9,989,8.1,8.9,22,46,64.4,50,1.97,999.9,0,372
3,2012,10,31,2012-10-31,49.7,43.2,999.6,8.6,5.5,14,17.1,60.8,45,0.06,999.9,0,549
4,2012,11,1,2012-11-01,47.7,37.4,1001.8,10,6,19,23.9,57.2,43,0.04,999.9,0,439
5,2012,11,2,2012-11-02,48.2,36,1003.4,10,5.2,13,25.1,53.6,46,0,999.9,0,345
6,2012,11,3,2012-11-03,44.7,30.1,1009.4,10,7.6,15,25.1,51.8,42.1,0.01,999.9,0,307
7,2012,11,4,2012-11-04,43.2,29.6,1014.1,10,6.1,15,22,51.8,39,0,999.9,0,344
1,2012,11,5,2012-11-05,42.3,27.3,1016.3,10,5.5,19,23.9,48.2,37.9,0,999.9,0,479
2,2012,11,6,2012-11-06,36.6,17.4,1022,10,4.8,14,18.1,45,32,0.07,999.9,0,514
3,2012,11,7,2012-11-07,37.1,27.1,1014.6,7.3,10.1,42,55.9,48.2,30.9,0,999.9,1,718
4,2012,11,8,2012-11-08,41.2,35.1,1006.4,5.1,15.2,41,59.1,55.9,30.2,2.45,999.9,0,550
5,2012,11,9,2012-11-09,43.3,25.8,1016.1,9.8,9.6,30.9,43.9,53.1,36,0.17,3.9,0,688
6,2012,11,10,2012-11-10,48,35,1025,7.9,2,14,20,54,41,0,999.9,0,444
7,2012,11,11,2012-11-11,54.7,45.1,1030.8,7,1.6,9.9,999.9,63,37.4,0,999.9,0,526
1,2012,11,12,2012-11-12,56.7,50.2,1029.8,7.4,2.9,9.9,17.1,64.9,48,0,999.9,1,547
2,2012,11,13,2012-11-13,52.4,47.5,1024.6,8.8,6.1,25.1,29.9,62.6,44.1,0.06,999.9,0,648
3,2012,11,14,2012-11-14,42.8,29.9,1031.9,9.6,7.7,22,28.9,46.9,37,0.33,999.9,0,625
4,2012,11,15,2012-11-15,40.4,25,1029.7,10,5.3,21,27,48.2,36,0,999.9,0,623
5,2012,11,16,2012-11-16,41.9,29.5,1026.4,9.7,5.8,15,999.9,48.2,37.9,0,999.9,0,672
6,2012,11,17,2012-11-17,43.6,27.9,1034.8,10,4.7,16.9,22,51.1,39,0,999.9,0,542
7,2012,11,18,2012-11-18,43.2,31,1037.2,9.8,5.5,14,21,48.9,34,0,999.9,0,446
1,2012,11,19,2012-11-19,43,34.8,1032.3,10,6.3,16.9,22.9,53.6,37.9,0,999.9,0,585
2,2012,11,20,2012-11-20,44.4,32.8,1022.1,10,3.6,14,19,51.8,39.9,0,999.9,0,671
3,2012,11,21,2012-11-21,46.5,32.7,1021.7,10,4.2,16.9,22,53.6,41,0,999.9,0,689
4,2012,11,22,2012-11-22,47.3,36.2,1023.4,10,3.4,15.9,999.9,54,42.1,0,999.9,0,384
5,2012,11,23,2012-11-23,48.3,40.8,1016.5,8.9,3.4,8.9,999.9,54,39.2,0,999.9,1,481
6,2012,11,24,2012-11-24,44.1,27.7,1006.8,9.5,7.6,20,30.9,53.1,37.9,0.01,999.9,1,458
7,2012,11,25,2012-11-25,36.6,17.2,1011.6,10,7.1,22.9,30.9,41,33.1,0,999.9,0,415
1,2012,11,26,2012-11-26,40.3,19.7,1017.3,10,4.9,16.9,23.9,46.9,36,0,999.9,0,563
2,2012,11,27,2012-11-27,38.7,27.2,1024.2,7,4.4,9.9,999.9,44.6,33.8,0,999.9,0,583
3,2012,11,28,2012-11-28,37.5,28.8,1022.7,9.3,7.1,21,28,44.6,34,0.59,999.9,0,512
4,2012,11,29,2012-11-29,37.5,21.9,1025.9,9.7,5.8,15.9,22.9,43,32,0.01,999.9,0,515
5,2012,11,30,2012-11-30,41.3,25.8,1027.7,9.3,4.7,18.1,22.9,46,35.6,0,999.9,0,576
6,2012,12,1,2012-12-01,38.5,32.1,1031.4,9.3,9.2,14,22,45,34,0,999.9,0,480
7,2012,12,2,2012-12-02,44.3,41,1026.9,3.9,3,15,999.9,53.6,41,0.08,999.9,1,455
1,2012,12,3,2012-12-03,53.5,45.3,1021.4,7,3.9,15,999.9,60.1,39.2,0.04,999.9,0,621
2,2012,12,4,2012-12-04,51.9,47.1,1022.8,5.6,2.9,9.9,999.9,62.1,37.4,0.04,999.9,1,621
3,2012,12,5,2012-12-05,52.6,41.5,1016.3,9.1,6.3,19,28,57.9,39.9,0.01,999.9,0,514
4,2012,12,6,2012-12-06,35,16.8,1025.5,10,3.6,19,27,45,28,0.01,999.9,0,620
5,2012,12,7,2012-12-07,38.8,30.9,1022.7,7.9,1.9,12,999.9,48.2,26.6,0,999.9,0,714
6,2012,12,8,2012-12-08,47.3,46,1013.7,3.7,3.5,15.9,22,55.4,42.8,0.32,999.9,1,580
7,2012,12,9,2012-12-09,46.2,41.7,1020.7,7.2,5.4,15.9,21,50,42.1,0.25,999.9,0,544
1,2012,12,10,2012-12-10,50.3,49.5,1011.1,2.8,5.7,19,26,57.9,43,0.35,999.9,1,619
2,2012,12,11,2012-12-11,50.1,43.2,1013.2,7.3,6,19,26,59,42.8,0.23,999.9,1,578
3,2012,12,12,2012-12-12,40.1,23.6,1026,10,3.3,12,19,43,33.8,0.01,999.9,0,550
4,2012,12,13,2012-12-13,40.3,24.6,1029.8,10,1.7,11.1,999.9,46,32,0,999.9,0,545
5,2012,12,14,2012-12-14,41.4,23.2,1024.4,10,4.1,18.1,25.1,48,28,0,999.9,0,648
6,2012,12,15,2012-12-15,42.6,27.1,1024.5,9.9,2.8,13,19,46.9,33.8,0,999.9,0,523
7,2012,12,16,2012-12-16,44.5,37.8,1019.8,7.5,6.5,19,27,46.9,30.2,0,999.9,0,500
1,2012,12,17,2012-12-17,42,40.4,1011.3,5.6,9.5,20,28,50,39,0.44,999.9,0,649
2,2012,12,18,2012-12-18,47.3,44.5,1000.3,5.3,7,12,22,54,42.1,0.34,999.9,0,645
3,2012,12,19,2012-12-19,44,30.5,1007.4,10,9.3,25.1,34,48,41,0.07,999.9,0,590
4,2012,12,20,2012-12-20,39.8,29,1020.3,10,8.5,22.9,29.9,44.6,35.1,0.02,999.9,0,606
5,2012,12,21,2012-12-21,47.3,42.9,996.6,7.1,9.4,32.1,42.9,55.9,39,0.56,999.9,0,751
6,2012,12,22,2012-12-22,37.4,25,998.4,10,10.6,25.1,32.1,45,33.1,0.7,999.9,0,542
7,2012,12,23,2012-12-23,37.8,20.5,1011.5,10,7.6,21,32.1,42.1,33.1,0.01,999.9,0,408
1,2012,12,24,2012-12-24,37,19.8,1016.1,10,3,12,22,42.1,28.9,0,999.9,0,518
2,2012,12,25,2012-12-25,37.5,32.5,1016.2,6.8,4.8,15,25.1,46.4,30.2,0.01,999.9,0,354
3,2012,12,26,2012-12-26,32.2,25.3,1022.1,8.8,9.5,19,29.9,39.2,28,0.13,999.9,1,531
4,2012,12,27,2012-12-27,39.1,37.1,996.6,6,12.4,34,53,52,33.1,0.84,999.9,1,525
5,2012,12,28,2012-12-28,33,22.4,1015.3,9.4,10,22,34,41,30,0.37,999.9,0,557
6,2012,12,29,2012-12-29,32.5,26.2,1013.1,7.8,5.3,21,28,44.6,24.8,0,999.9,1,442
7,2012,12,30,2012-12-30,32.4,21.1,1011.1,8.8,11.9,39,49.9,44.6,28.9,1.9,999.9,0,411
1,2012,12,31,2012-12-31,31.5,17.2,1019.6,10,6.8,22.9,35.9,37.4,26.1,0,999.9,0,482
2,2013,1,1,2013-01-01,37.8,23.6,1011.9,10,6.1,8.9,19,39.9,33.1,0,999.9,0,381
3,2013,1,2,2013-01-02,27.1,10.5,1016.8,10,5.3,9.9,19,33.1,21.9,0,999.9,0,480
4,2013,1,3,2013-01-03,28.4,14.1,1020.6,10,3.7,8,15,32,24.1,0,999.9,0,549
5,2013,1,4,2013-01-04,33.4,18.6,1017,10,6.5,13,24.1,37,30,0,999.9,0,505
6,2013,1,5,2013-01-05,36.1,18.7,1020.6,10,6.6,12,21,42.1,32,0,999.9,0,389
7,2013,1,6,2013-01-06,38.3,25,1019.5,8.5,5.3,8.9,17.1,46,34,0,999.9,0,393
1,2013,1,7,2013-01-07,40.9,23.8,1022.6,10,5.7,11.1,17.1,45,37,0,999.9,0,521
2,2013,1,8,2013-01-08,40.7,25.4,1028.5,9.3,5.1,8.9,22,48,35.1,0,999.9,0,513
3,2013,1,9,2013-01-09,43.8,30.8,1026.3,7.8,3.7,9.9,15.9,48.9,39,0,999.9,0,487
4,2013,1,10,2013-01-10,44.3,25.4,1028.5,9.9,5.9,11.1,19,48,39.9,0,999.9,0,555
5,2013,1,11,2013-01-11,40.5,27.1,1030.4,9.4,4.5,7,999.9,44.1,37,0,999.9,0,660
6,2013,1,12,2013-01-12,44.6,43,1020.5,3.9,3.5,7,999.9,46.9,42.1,0.57,999.9,0,475
7,2013,1,13,2013-01-13,45.3,43.1,1019.7,4.2,2.9,8,999.9,48.9,43,0.02,999.9,1,373
1,2013,1,14,2013-01-14,52.5,45.4,1016.8,5.9,3.9,8.9,15.9,72,48,0,999.9,1,542
2,2013,1,15,2013-01-15,37.9,27.9,1025.5,9.7,5.7,11.1,14,50,35.1,0.09,999.9,0,516
3,2013,1,16,2013-01-16,34.2,30,1018.6,5.4,4.6,12,14,37.9,32,0.63,999.9,0,578
4,2013,1,17,2013-01-17,39.2,28,1015.6,9.7,4.9,8,15.9,43,36,0.09,999.9,0,491
5,2013,1,18,2013-01-18,30.2,12.2,1024.4,10,5.7,9.9,20,39.9,25,0,999.9,0,561
6,2013,1,19,2013-01-19,37.3,18.1,1024.7,10,7.8,13,24.1,51.1,28,0,999.9,0,484
7,2013,1,20,2013-01-20,45.3,23.4,1009.8,10,9.7,15.9,31.1,53.1,39.9,0,999.9,0,393
1,2013,1,21,2013-01-21,29.8,9.3,1016.1,10,5.1,11.1,22.9,39.9,26.1,0,999.9,0,355
2,2013,1,22,2013-01-22,22.4,4,1014.4,9.9,8.4,14,25.1,30.9,17.1,0,999.9,0,544
3,2013,1,23,2013-01-23,14.4,-5.4,1022.5,10,7.7,11.1,24.1,19.9,10.9,0,999.9,0,545
4,2013,1,24,2013-01-24,16.8,-1.7,1023,10,6.7,15,27,21.9,12,0,999.9,0,554
5,2013,1,25,2013-01-25,17.1,1.5,1027.5,9.3,6.1,11.1,22,24.1,12.9,0,999.9,0,674
6,2013,1,26,2013-01-26,19.9,9.2,1019.8,9,5.7,9.9,15,26.1,15.1,0.07,999.9,0,558
7,2013,1,27,2013-01-27,24.5,7.5,1030.3,10,5.6,9.9,15.9,34,19,0,2,0,429
1,2013,1,28,2013-01-28,31.8,19,1029.1,6.9,3.5,8.9,18.1,34,28.9,0,1.2,0,507
2,2013,1,29,2013-01-29,40.3,35.3,1018.2,5.3,4.3,8,14,48,34,0.22,1.2,0,542
3,2013,1,30,2013-01-30,45.7,42.9,1010.2,3.5,3.6,8.9,999.9,59,39,0.06,999.9,1,497
4,2013,1,31,2013-01-31,49.1,36.5,995.4,7.9,9.1,20,38.1,61,34,0.93,999.9,1,592
5,2013,2,1,2013-02-01,29.3,9.5,1010.9,10,8.4,14,28.9,34,26.1,0.01,999.9,0,574
6,2013,2,2,2013-02-02,24.1,6.5,1022.7,10,6.3,12,19,28.9,19,0,999.9,0,534
7,2013,2,3,2013-02-03,26.5,18,1013.2,7.6,2.6,7,999.9,30,24.1,0.03,999.9,0,445
1,2013,2,4,2013-02-04,26.8,10.5,1012,9.8,6.2,12,28,30,23,0.02,999.9,0,553
2,2013,2,5,2013-02-05,29.1,20.3,1013.8,6.5,4.7,8.9,15,30,28,0.01,999.9,0,566
3,2013,2,6,2013-02-06,33.3,23.1,1017.5,6.5,3.6,7,20,39,30,0.01,999.9,0,566
4,2013,2,7,2013-02-07,29.3,6.2,1029.8,10,5,8.9,17.1,35.1,26.1,0,999.9,0,526
5,2013,2,8,2013-02-08,32.3,26.2,1022.6,5.8,10.2,19,31.1,34,30,0.01,999.9,1,703
6,2013,2,9,2013-02-09,28.8,21,1013.9,3.4,8,14,25.1,32,25,1.52,999.9,1,403
7,2013,2,10,2013-02-10,25.2,8.5,1028.7,10,3.4,8.9,15.9,36,18,0.38,999.9,0,400
1,2013,2,11,2013-02-11,38.5,32.4,1019.6,5.6,3.2,7,999.9,45,32,0.09,9.8,1,475
2,2013,2,12,2013-02-12,41.9,28.8,1009.8,8.8,7.2,14,22,45,39.9,0.4,9.1,0,498
3,2013,2,13,2013-02-13,38.2,22.5,1011.2,9.9,3,7,15,44.1,33.1,0,3.9,0,570
4,2013,2,14,2013-02-14,38.2,26.7,1011.6,8.9,3.8,8.9,999.9,46,33.1,0.03,999.9,0,631
5,2013,2,15,2013-02-15,43,30.7,1015,7.8,4.9,9.9,15.9,55,37,0,999.9,0,604
6,2013,2,16,2013-02-16,37.9,28,1012.8,9.6,5.6,11.1,19,46.9,33.8,0.02,999.9,0,449
7,2013,2,17,2013-02-17,29,6.6,1006.6,10,9.6,17.1,35,35.1,24.1,0,999.9,0,447
1,2013,2,18,2013-02-18,23.4,2,1019.7,10,8.2,18.1,28.9,35.1,17.1,0,999.9,0,398
2,2013,2,19,2013-02-19,39.2,22.4,1017.1,9.3,5.8,11.1,21,48.9,32,0,999.9,0,477
3,2013,2,20,2013-02-20,33.8,16.8,1009.1,10,9.9,14,28.9,45,28.9,0.15,999.9,0,510
4,2013,2,21,2013-02-21,28,9.8,1015.9,10,9.2,15,26,34,24.1,0,999.9,0,498
5,2013,2,22,2013-02-22,30,17.2,1026.7,10,6.4,9.9,21,37.9,25,0,999.9,0,531
